artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Johann Sebastian Bach,00RRNTyOR4XHI7nRBIaKvc,"Goldberg Variations, BWV 988: Var. 22, Alla breve",0.9940000000000001,0.256,72336,0.0337,0.85,7,0.0986,-30.913,1,0.0425,169.671,4,0.35600000000000004,3
Johann Sebastian Bach,3LWlewlVNr6L9U1aKgibcx,"Goldberg Variations, BWV 988: Var. 23",0.9940000000000001,0.342,108266,0.0854,0.914,7,0.136,-30.516,1,0.0423,84.749,4,0.76,3
Johann Sebastian Bach,7hySZfpfUELWdQmYdDuFJv,"Goldberg Variations, BWV 988: Var. 24, Canone all'ottava",0.9940000000000001,0.38,143294,0.0291,0.8809999999999999,7,0.114,-33.514,1,0.0499,64.972,4,0.41,3
Johann Sebastian Bach,2u5nhsxDD3j9uAY3IZWB31,"Goldberg Variations, BWV 988: Var. 26",0.993,0.345,65203,0.105,0.848,4,0.11199999999999999,-25.03,0,0.0351,90.181,3,0.7709999999999999,2
Johann Sebastian Bach,3jgMEC91v45JErgIctADyW,"Sonata for Harpsichord and Flute in B Minor, BWV 1030: IV. Allegro",0.818,0.397,244533,0.27699999999999997,0.0,7,0.151,-19.289,1,0.0383,130.374,4,0.711,1
Johann Sebastian Bach,62VNWZIHNnGj4wnSTGxhv6,"Sonata for Harpsichord and Flute in A Major, BWV 1032 (Transp. to G Major): III. Allegro",0.792,0.45399999999999996,242200,0.32799999999999996,0.0148,7,0.133,-16.51,1,0.0376,99.366,4,0.737,0
Johann Sebastian Bach,08PFrPDqUFPCvIlSkbHLyh,"Sonata for Flute and Basso continuo in C Major, BWV 1033: III. Adagio",0.777,0.26,99827,0.114,0.000364,9,0.165,-18.23,0,0.0379,73.23899999999999,4,0.278,0
Johann Sebastian Bach,2pvDsm3iWNzTArBuwG3rg1,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 1 in C Major, BWV 870",0.995,0.376,268079,0.235,0.92,0,0.11199999999999999,-19.964000000000002,1,0.0464,98.10600000000001,4,0.276,3
Johann Sebastian Bach,527uZ2TooHUuaAazP6dCYD,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 7 in E-Flat Major, BWV 876",0.995,0.4,356240,0.0417,0.893,3,0.115,-29.932,1,0.0509,108.258,4,0.304,1
Johann Sebastian Bach,7BvPEA4NXPiz9NEHx6vDRS,"Prelude & Fugue in E Minor, BWV 548 ""Wedge"": I. Prelude",0.18,0.168,439173,0.16,0.904,4,0.562,-20.648000000000003,0,0.0393,111.89,3,0.102,1
Johann Sebastian Bach,18PV1cLe0bNnWN3DMu0AtX,"Prelude & Fugue in E Minor, BWV 548 ""Wedge"": II. Fugue",0.484,0.161,515267,0.12,0.8740000000000001,4,0.10300000000000001,-22.098000000000003,0,0.0355,63.44,4,0.0529,0
Johann Sebastian Bach,5vy9NETqMZkhlPYgluFtKw,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 9 in E Major, BWV 854",0.995,0.327,169120,0.114,0.867,4,0.0845,-26.962,1,0.0495,110.416,4,0.265,1
Johann Sebastian Bach,0nQvbra3HU5WvUwwyFqAtL,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 10 in E Minor, BWV 855",0.9940000000000001,0.312,245399,0.0509,0.871,4,0.0699,-26.368000000000002,0,0.0405,111.336,3,0.191,2
Johann Sebastian Bach,5Wdr2qJ8OnMokSmK9S9YyN,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 11 in F Major, BWV 856",0.995,0.22899999999999998,146120,0.10800000000000001,0.879,5,0.0994,-25.909000000000002,1,0.0391,89.24,4,0.627,2
Johann Sebastian Bach,1iUcR2DgYuU8e1Xm8H6rzI,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 12 in F Minor, BWV 857",0.995,0.392,402639,0.0923,0.8540000000000001,5,0.128,-27.534000000000002,0,0.0554,104.12200000000001,4,0.154,2
Johann Sebastian Bach,2Nu7f6AX0a9X6dpHbbqnhc,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 13 in F-Sharp Major, BWV 858",0.995,0.35600000000000004,283519,0.0298,0.895,6,0.0996,-32.524,1,0.0516,110.65299999999999,4,0.265,1
Johann Sebastian Bach,6DyHOKRqGmWJdaabjjRiUm,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 14 in F-Sharp Minor, BWV 859",0.995,0.294,257759,0.07200000000000001,0.887,6,0.113,-27.666,0,0.0572,161.83700000000002,4,0.11699999999999999,1
Johann Sebastian Bach,7KQfYa1gOic9ne3NswGooi,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 15 in G Major, BWV 860",0.9940000000000001,0.337,223640,0.17,0.875,7,0.154,-25.828000000000003,1,0.0404,101.82,4,0.304,1
Johann Sebastian Bach,3AY5AyaEvz2m67EIMCpBrY,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 16 in G Minor, BWV 861",0.995,0.262,270639,0.0612,0.8540000000000001,7,0.20800000000000002,-27.301,0,0.0524,68.72399999999999,4,0.185,2
Johann Sebastian Bach,58UNJxWe2HxlFALYEr5f5p,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 17 in A-Flat Major, BWV 862",0.996,0.40399999999999997,253199,0.0564,0.889,8,0.17300000000000001,-29.331,1,0.065,121.50299999999999,4,0.297,1
Johann Sebastian Bach,3Zd0oW9n4Pct3Rq6mLEfXL,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 19 in A Major, BWV 864",0.995,0.245,254920,0.0925,0.865,9,0.12,-28.295,1,0.0459,83.175,4,0.392,2
Johann Sebastian Bach,66rVICD8tf9ZeEUn8efKD1,"Goldberg Variations, BWV 988: Var. 25",0.995,0.42,514362,0.007790000000000001,0.9329999999999999,7,0.0947,-37.174,0,0.0435,93.87700000000001,4,0.142,3
Johann Sebastian Bach,1HORSgBhEV5Jant7UxREsL,"Goldberg Variations, BWV 988: Var. 28",0.995,0.342,169934,0.0526,0.927,7,0.0845,-34.339,1,0.0412,70.192,3,0.5920000000000001,2
Johann Sebastian Bach,74vr1QxhGwnj4ZwZZiufxZ,"Goldberg Variations, BWV 988: Var. 29",0.9940000000000001,0.40399999999999997,122663,0.174,0.852,7,0.129,-23.805999999999997,1,0.0375,105.785,4,0.778,2
Johann Sebastian Bach,0aa7xdPzDwmxkQrxxn5UYv,"Goldberg Variations, BWV 988: Var. 30, Quodlibet",0.995,0.518,116688,0.0824,0.843,7,0.11599999999999999,-24.386,1,0.0357,72.961,4,0.59,2
Johann Sebastian Bach,4y4yfhzFs9VmQYXbv7SuyK,"Sonata for Harpsichord and Flute in B Minor, BWV 1030: III. Presto",0.887,0.504,84373,0.266,0.129,7,0.265,-20.747,1,0.0425,122.875,4,0.594,0
Johann Sebastian Bach,4Qb98LIvcoAWuhBASsByKL,"Sonata for Harpsichord and Flute in E-Flat Major, BWV 1031 (Transp. to G Major): III. Allegro",0.8290000000000001,0.435,239133,0.223,0.00515,7,0.109,-22.755,1,0.0407,110.852,3,0.737,0
Johann Sebastian Bach,1Ry7GCVcU8bwV992kiW8LZ,"Sonata for Harpsichord and Flute in A Major, BWV 1032 (Transp. to G Major): I. Vivace",0.794,0.44299999999999995,281760,0.313,0.00245,7,0.0719,-18.836,1,0.0395,92.95100000000001,4,0.821,0
Johann Sebastian Bach,6ecEMCpbvJpD3xSw8psUL4,"Sonata for Flute and Basso continuo in C Major, BWV 1033: IV. Menuetto I - Menuetto II",0.893,0.41,159200,0.16399999999999998,0.621,0,0.331,-20.61,1,0.0399,128.15200000000002,3,0.804,0
Johann Sebastian Bach,249C5uACubGd2LcZ8S0qgm,"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): IV. Allegro",0.8340000000000001,0.531,256200,0.172,0.000459,7,0.0643,-21.901,0,0.0456,128.495,3,0.754,0
Johann Sebastian Bach,7At2nVus0c2EmRzp7OkuaN,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 2 in C Minor, BWV 871",0.995,0.33899999999999997,264120,0.157,0.893,0,0.095,-21.95,0,0.0395,105.87,4,0.247,2
Johann Sebastian Bach,2ORkrPFRKj2vqyEijjwXJk,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 3 in C-Sharp Major, BWV 872",0.9940000000000001,0.221,263600,0.0894,0.8690000000000001,1,0.096,-23.028000000000002,1,0.0393,80.113,4,0.41100000000000003,2
Johann Sebastian Bach,74sFF2s5uWxUOtVzpQoSkS,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 4 in C-Sharp Minor, BWV 873",0.995,0.389,437199,0.0741,0.899,1,0.12,-23.521,0,0.0408,143.851,3,0.248,1
Johann Sebastian Bach,0VUKViB9jSC8WBzXpk6OBt,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 5 in D Major, BWV 874",0.995,0.389,379800,0.128,0.866,2,0.0697,-22.55,1,0.0396,144.639,4,0.365,1
Johann Sebastian Bach,4zGOVxw5KKByglzwmPXTtG,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 6 in D Minor, BWV 875",0.9940000000000001,0.344,205440,0.10099999999999999,0.884,2,0.12,-26.399,0,0.043,125.333,4,0.237,1
Johann Sebastian Bach,5HCrdjQ4tIo05J2iAUe9Hm,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 8 in D-Sharp Minor, BWV 877",0.995,0.336,458240,0.0362,0.9,3,0.0925,-29.281,0,0.0443,98.726,4,0.23,1
Johann Sebastian Bach,3ciZ5Ooo1zXr7BAfzbqglo,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 9 in E Major, BWV 878",0.995,0.314,641240,0.0554,0.925,4,0.0737,-27.348000000000003,1,0.0614,206.101,4,0.28600000000000003,1
Johann Sebastian Bach,3HcdvdWM13On4R7wgJBvij,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 11 in F Major, BWV 880",0.995,0.355,333040,0.0816,0.9059999999999999,2,0.0921,-25.069000000000003,0,0.0408,116.617,4,0.266,1
Johann Sebastian Bach,2ckvt0mRxGgw7vMfkGQPlZ,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 12 in F Minor, BWV 881",0.995,0.368,490199,0.0365,0.91,5,0.0901,-26.916,0,0.0427,99.956,4,0.228,1
Johann Sebastian Bach,0kHa0tDheIwTbUECo9CLbL,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 13 in F-Sharp Major, BWV 882",0.995,0.381,445199,0.10800000000000001,0.9329999999999999,6,0.105,-23.881999999999998,1,0.051,118.275,4,0.348,1
Johann Sebastian Bach,39TqQivinZ32uJ5G54Yhm5,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 14 in F-Sharp Minor, BWV 883",0.995,0.39299999999999996,452040,0.11900000000000001,0.9359999999999999,6,0.0831,-22.51,0,0.0537,131.738,4,0.247,1
Johann Sebastian Bach,03cfD2tQ3sap6MvFNxuYGo,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 15 in G Major, BWV 884",0.995,0.358,215960,0.152,0.871,7,0.105,-23.939,1,0.0445,133.105,1,0.607,1
Johann Sebastian Bach,0ZcBL9Z1Vu1lLZP3SMOGec,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 16 in G Minor, BWV 885",0.9940000000000001,0.45799999999999996,411959,0.102,0.872,7,0.271,-21.855,0,0.0642,126.376,4,0.264,1
Johann Sebastian Bach,4zAmiJV5xIS1IQDv2T5GIe,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 20 in A Minor, BWV 889",0.9940000000000001,0.34299999999999997,292439,0.0959,0.904,9,0.0972,-21.375,0,0.0384,93.588,4,0.354,1
Johann Sebastian Bach,0eHuivGHBviZiJ3cUfn631,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 18 in G-Sharp Minor, BWV 863",0.996,0.466,297399,0.0793,0.904,8,0.141,-28.203000000000003,0,0.0663,110.12,4,0.127,1
Johann Sebastian Bach,44UCypfkkOpDsQJdIfNgrj,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 20 in A Minor, BWV 865",0.9940000000000001,0.319,361439,0.17,0.826,9,0.079,-24.375,0,0.0543,76.818,4,0.26,2
Johann Sebastian Bach,2kisYDRUixspiNS5V0P6jo,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 21 in B-Flat Major, BWV 866",0.993,0.303,166440,0.102,0.836,10,0.11800000000000001,-28.930999999999997,1,0.0405,103.595,3,0.34299999999999997,1
Johann Sebastian Bach,37g7UGfndm7GzmMeyUupns,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 22 in B-Flat Minor, BWV 867",0.9940000000000001,0.53,388240,0.0189,0.851,10,0.0769,-29.473000000000003,0,0.107,96.23100000000001,4,0.09699999999999999,2
Johann Sebastian Bach,6QHAq9wnTWp1e0CBgogYUH,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 23 in B Major, BWV 868",0.995,0.201,256920,0.0263,0.905,11,0.0882,-36.335,1,0.0593,210.766,4,0.18899999999999997,1
Johann Sebastian Bach,1OfWTl65niwUSAuVPmKFB9,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 24 in B Minor, BWV 869",0.995,0.43200000000000005,693079,0.0151,0.85,11,0.0984,-34.149,0,0.0557,110.29299999999999,4,0.23,1
Johann Sebastian Bach,7N3qKaccF9jpTxW5ZmE6tp,"Weichet nur, betrübte Schatten, BWV 202 ""Wedding Cantata"": No. 7, Sich üben im Lieben (Version for Voice)",0.83,0.33799999999999997,256490,0.12300000000000001,0.0021,9,0.102,-16.894000000000002,1,0.0488,87.884,1,0.698,4
Johann Sebastian Bach,3RNQxotvivjZh3G9GYdMFL,"Sonata for Harpsichord and Flute in B Minor, BWV 1030: II. Largo e dolce",0.872,0.267,208000,0.0715,0.000244,2,0.0768,-21.208000000000002,1,0.0423,116.23,4,0.21,0
Johann Sebastian Bach,4EgS7r35EiYPblRyPQajVS,"Sonata for Harpsichord and Flute in E-Flat Major, BWV 1031 (Transp. to G Major): I. Allegro moderato",0.8759999999999999,0.382,197733,0.158,9.44e-05,7,0.0804,-23.294,1,0.0354,93.90299999999999,4,0.823,0
Johann Sebastian Bach,3RdnU7AsNm4eA9s0yRZCHG,"Sonata for Harpsichord and Flute in E-Flat Major, BWV 1031 (Transp. to G Major): II. Siciliano",0.848,0.36200000000000004,122133,0.0447,1.4000000000000001e-05,11,0.0863,-24.964000000000002,0,0.0361,106.572,3,0.359,0
Johann Sebastian Bach,7f6pzlEl6eldAMXcGXebK3,"Sonata for Flute and Basso continuo in C Major, BWV 1033: II. Allegro",0.8059999999999999,0.486,131440,0.353,0.414,0,0.0998,-17.88,1,0.0459,143.887,3,0.973,1
Johann Sebastian Bach,1v7HApHGBsSDGlUBSEYS65,"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): I. Adagio ma non tanto",0.88,0.24600000000000002,187040,0.0456,5.39e-05,7,0.255,-20.334,0,0.039,84.255,4,0.337,0
Johann Sebastian Bach,6ufLhzECYnnTux2BIRDP8n,"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): II. Allegro",0.8340000000000001,0.64,141760,0.175,0.0156,7,0.10400000000000001,-22.886,0,0.0456,126.67299999999999,4,0.903,0
Johann Sebastian Bach,4XHZhuEOCL9Qdu620S16BI,"Sonata for Flute and Basso continuo in E Minor, BWV 1034 (Transp. to G Minor): III. Andante",0.897,0.261,188200,0.0315,0.0016600000000000002,10,0.18600000000000003,-24.33,1,0.0421,115.12799999999999,4,0.515,0
Johann Sebastian Bach,1B6clyJhylXEI8SOXHMPIU,"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): I. Allegro ma non tanto",0.866,0.262,148600,0.0335,0.0,5,0.0913,-24.046999999999997,1,0.04,74.432,4,0.315,0
Johann Sebastian Bach,7ongfW2K9XMUsOFpJWpPqH,"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): II. Allegro",0.836,0.614,172107,0.21100000000000002,0.0050799999999999994,5,0.0852,-20.077,1,0.0568,117.571,4,0.953,0
Johann Sebastian Bach,3oUZsQ1LQxPgbO58sRjR2R,"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): III. Siciliano",0.902,0.298,212093,0.0371,8.159999999999999e-05,2,0.0711,-23.491999999999997,0,0.0353,99.39200000000001,3,0.39799999999999996,0
Johann Sebastian Bach,5BaO4UxC5jVhuPQEQM1B8J,"Sonata for Flute and Basso continuo in E Major, BWV 1035 (Transp. to F Major): IV. Allegro assai",0.8909999999999999,0.526,176533,0.145,0.0591,5,0.08199999999999999,-22.535,1,0.0527,114.473,3,0.9279999999999999,0
Johann Sebastian Bach,13KyswSXnAGuZyVUBwzYrV,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 17 in A-Flat Major, BWV 886",0.995,0.355,518000,0.0892,0.907,8,0.10099999999999999,-27.078000000000003,1,0.0527,109.79799999999999,4,0.214,1
Johann Sebastian Bach,0TzUt4naSxRCL6wKqrWW0Y,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 18 in G-Sharp Minor, BWV 887",0.995,0.257,516918,0.113,0.93,8,0.12300000000000001,-24.331999999999997,0,0.0426,180.84900000000002,3,0.326,1
Johann Sebastian Bach,6xGVKoeKrF7dbaTWPuiTws,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 19 in A Major, BWV 888",0.995,0.313,198679,0.182,0.9159999999999999,9,0.0776,-23.276999999999997,1,0.0445,103.635,4,0.42100000000000004,1
Johann Sebastian Bach,2iCEHVhCcw2SLYgn4C7y6J,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 21 in B-Flat Major, BWV 890",0.995,0.41100000000000003,451160,0.179,0.909,10,0.159,-24.241999999999997,1,0.0688,119.25299999999999,4,0.289,1
Johann Sebastian Bach,01CEzw3PnAbGY7ILhZalJ2,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 22 in B-Flat Minor, BWV 891",0.995,0.43700000000000006,534560,0.14800000000000002,0.93,10,0.10400000000000001,-23.261,0,0.0515,108.274,4,0.27899999999999997,0
Johann Sebastian Bach,0P9JclB20pqfkZlLEyKvMY,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 23 in B Major, BWV 892",0.995,0.34,346800,0.113,0.922,11,0.11,-24.609,1,0.0411,107.28399999999999,4,0.255,0
Johann Sebastian Bach,7qMYy51AitoMr2VU2FzfA5,"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 24 in B Minor, BWV 893",0.995,0.39799999999999996,256199,0.163,0.91,11,0.122,-21.971,0,0.0493,119.61399999999999,4,0.41700000000000004,0
Johann Sebastian Bach,1aTv1UBeRTtOehY9HcNptd,"Was mir behagt, ist nur die muntre Jagd, BWV 208 ""Hunt Cantata"": No. 9, Schafe können sicher weiden (Arr. for Voice & Flute)",0.9490000000000001,0.21,236277,0.0803,0.00677,10,0.124,-18.66,1,0.0518,64.848,4,0.18,3
Johann Sebastian Bach,297rdrjM7uNuniLtou8PtT,"Der Himmel lacht, die Erde jubilieret, BWV 31: No. 8, Letzte Stunde, brich herein",0.93,0.28600000000000003,264567,0.0816,0.0452,0,0.142,-18.272000000000002,1,0.0512,86.79899999999999,4,0.254,3
Johann Sebastian Bach,4rtRps074KExBJTwdebyWt,"Christmas Oratorio, BWV 248: No. 39, Flößt, mein Heiland, flößt dein Namen",0.951,0.21,364057,0.0411,0.113,0,0.11699999999999999,-20.658,1,0.0573,69.058,3,0.146,3
Johann Sebastian Bach,4OSbzcHl2cQvhc4i12SN53,"St. John Passion, BWV 245: No. 35, Zerfließe, mein Herze",0.9620000000000001,0.2,439662,0.057999999999999996,0.0474,5,0.121,-18.111,0,0.0472,82.79299999999999,5,0.0392,2
Johann Sebastian Bach,2NrJj2ZG8ynceja81HgWvL,"Was soll ich aus dir machen, Ephraim, BWV 89: No. 5, Gerechter Gott, ach rechnest du?",0.9420000000000001,0.331,159029,0.0698,0.0412,10,0.121,-17.916,1,0.0441,99.575,4,0.35100000000000003,2
Johann Sebastian Bach,0o3jRwB7XFBlDWfTUWdc3l,"Es wartet alles auf dich, BWV 187: No. 5, Gott versorget alles Leben",0.9620000000000001,0.243,255877,0.0495,0.0927,3,0.13699999999999998,-20.34,1,0.049,68.10600000000001,3,0.23199999999999998,2
Johann Sebastian Bach,3Xjo2ImHwmiqniKOEuDUkZ,"St. John Passion, BWV 245: No. 9, Ich folge dir gleichfalls mit freudigen Schritten...",0.977,0.365,212892,0.0636,0.00275,10,0.11,-17.499000000000002,1,0.0652,144.345,3,0.655,2
Johann Sebastian Bach,38B3sY4mTDoyaJlPaoAI5w,"Ich hatte viel Bekümmernis, BWV 21: No. 3, Seufzer, Tränen, Kummer, Not",0.953,0.191,261636,0.0461,0.488,0,0.196,-21.858,0,0.047,87.641,3,0.0484,2
Johann Sebastian Bach,5CiBIbOxgrOclqiyBnQHbC,"Nimm was dein ist, und gehe hin, BWV 144: No. 5, Genügsamkeit ist ein Schatz in diesem Leben",0.945,0.271,195954,0.0537,0.217,11,0.107,-19.998,0,0.0546,108.318,4,0.19399999999999998,2
Johann Sebastian Bach,05J4mInIukF5u5Ujlq2gAg,"Schweigt stille plaudert, nicht, BWV 211 ""Coffee Cantata"": No. 4, Ei wie schmeckt der Coffee süße",0.937,0.431,246345,0.0657,0.0017699999999999999,11,0.27899999999999997,-17.317,0,0.0537,138.322,3,0.491,1
Johann Sebastian Bach,6yJPJ0bC9tVJsRqAZybPJg,"Wer nur den lieben Gott läßt walten, BWV 93: No. 6, Ich will auf den Herren schau'n",0.955,0.307,158063,0.0647,0.17600000000000002,0,0.113,-18.337,0,0.0741,174.947,5,0.276,1
Johann Sebastian Bach,50WKJ7O40ndzzKTAU5rnR2,"Tönet, ihr Pauken! Erschallet, Trompeten!, BWV 214: No. 3, Blast die wohlgegriffnen Flöten (Arr. for Voice & Flute)",0.955,0.512,181834,0.135,0.00705,9,0.141,-17.796,1,0.0453,102.969,3,0.828,1
Johann Sebastian Bach,0bH4VEdF9XV6bBZcisok9p,English Suite no. 2: IV. Sarabande - Remastered,0.812,0.5660000000000001,201456,0.33399999999999996,0.97,4,0.125,-18.465999999999998,1,0.0285,105.83200000000001,4,0.152,0
Marian Hill,0FCbhP1faVs9PDwwiKKMn4,Go Quietly,0.871,0.6940000000000001,312587,0.094,0.565,5,0.0928,-14.422,1,0.121,141.982,4,0.24600000000000002,37
Courtney Barnett,04hywIcGxPfLlgESUoEALk,Sunday Roast,0.13699999999999998,0.626,284320,0.506,0.00303,2,0.0577,-8.899,1,0.0311,114.955,4,0.0859,19
Calum Scott,1o7r86RzU5ZJdnREfP11G5,You Are The Reason - Instrumental,0.9620000000000001,0.23600000000000002,204421,0.115,0.8290000000000001,10,0.13,-13.435,1,0.0356,172.485,3,0.0669,36
Mat Kearney,5cqZN7rPIwFOie4mpJ6SJY,Kings & Queens - Acoustic,0.823,0.647,189813,0.318,0.0,5,0.10099999999999999,-10.665999999999999,1,0.038,138.971,4,0.532,0
Jimmy Eat World,7o4bKQuOPZBR8sRxaAy7GN,Love Never,0.00053,0.465,175826,0.8140000000000001,4.31e-05,4,0.157,-3.827,1,0.0473,134.06799999999998,4,0.6409999999999999,39
Marian Hill,6XiNTO70gfAd0V2flxkHe2,Don't Do It,0.12,0.8109999999999999,191960,0.377,3.929999999999999e-05,4,0.0684,-7.672999999999999,1,0.767,171.94,4,0.23800000000000002,36
Maxim Schunk,78JnuycPstr3shVYyZZf6Y,Clockwise,0.00149,0.826,244219,0.71,0.00647,5,0.0991,-8.294,0,0.0848,127.995,4,0.631,0
Shakey Graves,4z9P0JnVUj8x6klNZvQubZ,Cops And Robbers,0.000178,0.361,208071,0.7340000000000001,0.00145,0,0.10300000000000001,-7.053,1,0.0387,143.738,4,0.29100000000000004,42
Piso 21,7ALXL8qkIKoaz8WZ7zFZMz,Frenesí (feat. Zion & Lennox),0.0573,0.674,213977,0.867,0.0,11,0.35200000000000004,-3.745,0,0.155,180.016,4,0.6409999999999999,56
Marian Hill,7gcaFO43gzlBELx9gs6fZR,Sideways,0.922,0.526,233107,0.11,0.000259,11,0.11199999999999999,-12.937000000000001,1,0.0592,171.859,3,0.239,41
Shaggy,49YjgLutm60APMPm2NrRne,Why - Mastiksoul Remix,0.387,0.665,188571,0.6,0.0,7,0.16,-4.691,0,0.0939,98.266,4,0.669,32
Sublime Harmonics,480XwVqxnymUvTkGwFpsij,Parral,0.0753,0.43,153000,0.522,0.028999999999999998,2,0.8540000000000001,-18.541,0,0.0318,159.983,4,0.966,0
Mbo Mentho,0gFZUsAkyiFdKcM00afbdG,Palpus,0.0791,0.521,157000,0.7929999999999999,0.821,7,0.122,-19.206,1,0.0355,80.006,4,0.996,0
Marian Hill,2TsjL1cygJMoJXZQCuXn4i,Listening,0.223,0.9129999999999999,248320,0.308,0.00173,0,0.0791,-9.693999999999999,0,0.092,124.96799999999999,4,0.441,40
Kidz Bop Kids,2f63nROfwRlIb9pgc4qT4m,Échame la Culpa,0.0258,0.767,171667,0.7909999999999999,0.0,0,0.152,-3.733,1,0.122,96.01899999999999,4,0.7,18
Piso 21,6t0pCukYcCbSmGBX2qeIHB,"Versos de Neruda (feat. Xantos, Fonseca)",0.0185,0.664,229677,0.8320000000000001,7.59e-06,2,0.14,-4.243,1,0.035,93.00399999999999,4,0.667,59
Piso 21,43jclIPKJv9iFiYWVyWqsb,Besándote,0.0345,0.7240000000000001,181048,0.809,0.0,7,0.16899999999999998,-4.96,1,0.055999999999999994,95.037,4,0.496,62
Marian Hill,6OfezYfiBWUMR3AGxdGtz9,No Hesitation,0.37,0.855,217080,0.226,1.15e-05,5,0.233,-8.634,0,0.456,147.99200000000002,4,0.322,39
Anne-Marie,5wJsFkDUeWzWTfr9jjy3SV,Cry,0.0576,0.537,215560,0.7559999999999999,0.0,0,0.114,-3.307,1,0.0372,146.023,4,0.429,5
Desiigner,1LVeIxQJhyLiC4uViVqU6W,After Party,0.0233,0.862,172591,0.626,0.0,2,0.11699999999999999,-6.836,1,0.442,72.997,4,0.496,41
GIVERS,5kKoPGSzwlGEes7n64lOgU,Collide,0.0531,0.445,240890,0.7070000000000001,2.37e-06,4,0.0577,-5.4639999999999995,0,0.114,79.65,4,0.565,17
Bishop Briggs,2eKlGc5m0ciqMVWKCsLRAd,White Flag - Steve Reece Remix,0.20800000000000002,0.6809999999999999,150373,0.501,0.00014199999999999998,0,0.0923,-9.236,1,0.040999999999999995,82.029,4,0.502,37
Piso 21,1cwIglC3V5HLILOsEPhJeK,Cada Noche,0.0676,0.732,218667,0.7959999999999999,0.0,10,0.268,-4.727,1,0.0499,89.98,4,0.795,55
Piso 21,1tMLejQ0YYI3igRBsnJeT9,Tiempo,0.705,0.5589999999999999,204120,0.654,0.0,9,0.073,-7.861000000000001,0,0.39399999999999996,173.90400000000002,4,0.515,52
Mia Strass,2ltAN4dC0EtEB7Hux5zWUD,Cochin,0.0501,0.53,162000,0.563,0.7659999999999999,6,0.0581,-23.500999999999998,1,0.0366,159.984,4,0.97,0
Piso 21,5ID9OcOU7EwpGYDKzyQHPg,Tu Héroe,0.217,0.7859999999999999,195045,0.8190000000000001,6.75e-05,6,0.066,-4.656000000000001,1,0.0647,94.98,4,0.715,56
Desiigner,3x5F5wMcutQ4Fluez44tZm,HOOD,0.149,0.48100000000000004,182959,0.604,0.0,5,0.162,-6.2989999999999995,0,0.377,160.078,4,0.257,43
